emp_no,first_name,last_name,title,dept_no,dept_name
95803,Goo,Detkin,Senior Staff,d002,Finance
95804,Otmar,Luce,Technique Leader,d004,Production
95805,Giri,Kushner,Staff,d008,Research
95812,Masoud,Gips,Senior Engineer,d004,Production
95813,Mitsuyuki,Sury,Senior Engineer,d005,Development
95815,Eldridge,Godskesen,Senior Engineer,d005,Development
95819,Hidde,McAffer,Senior Engineer,d006,Quality Management
95820,Hyuckchul,Perri,Senior Engineer,d005,Development
95822,Divine,Teitelbaum,Engineer,d005,Development
95823,Khun,Aseltine,Senior Engineer,d005,Development
95825,Felicidad,Zyda,Engineer,d005,Development
95828,Rayond,Garnier,Engineer,d005,Development
95835,Mori,Rajcani,Senior Engineer,d004,Production
95836,Jolita,Linares,Senior Staff,d003,Human Resources
95837,Pascal,Boissier,Senior Engineer,d006,Quality Management
95838,Keung,Denti,Senior Staff,d007,Sales
95841,Mamdouh,Kampfer,Senior Staff,d001,Marketing
95844,Perla,Chenney,Staff,d009,Customer Service
95853,Manton,Flasterstein,Engineer,d005,Development
95860,Turgut,Gulak,Senior Engineer,d006,Quality Management
95865,Radhakrishnan,Rikino,Senior Staff,d009,Customer Service
95866,Kitty,Angot,Senior Staff,d002,Finance
95867,Shakhar,Meszaros,Senior Staff,d001,Marketing
95870,Manibrata,Bennet,Assistant Engineer,d005,Development
95874,Sarita,Hennings,Senior Staff,d001,Marketing
95878,Zejun,Schueller,Senior Staff,d007,Sales
95883,Eirik,Koshiba,Senior Staff,d001,Marketing
95886,Gift,Hanratty,Senior Staff,d009,Customer Service
95887,Moie,Ferretti,Senior Engineer,d005,Development
95890,Leni,Baba,Engineer,d005,Development
95891,Jinya,Mondadori,Senior Engineer,d005,Development
95893,Aleksander,Ossenbruggen,Senior Engineer,d004,Production
95897,Giap,Tetzlaff,Senior Engineer,d006,Quality Management
95898,Brewster,Schaad,Senior Engineer,d004,Production
95902,Adin,Mikschl,Senior Staff,d007,Sales
95903,Hinrich,Eiter,Staff,d002,Finance
95906,Seshu,Cappelli,Senior Staff,d008,Research
95908,Bogdan,Harbusch,Senior Staff,d007,Sales
95914,Hideo,Savasere,Staff,d008,Research
95915,Ung,Marsiglia,Engineer,d005,Development
95923,Richard,Rijsenbrij,Senior Engineer,d004,Production
95929,Hironoby,Kaltofen,Engineer,d005,Development
95930,Goa,Reghbati,Senior Staff,d002,Finance
95935,Aran,Bolsens,Senior Staff,d007,Sales
95939,Kiyokazu,Ozeri,Senior Staff,d003,Human Resources
95943,Guozhong,Luit,Senior Staff,d001,Marketing
95946,Kellie,Ertl,Senior Staff,d009,Customer Service
95957,Val,Kornyak,Senior Staff,d002,Finance
95964,Zhanqiu,Zongker,Senior Engineer,d004,Production
95969,Quingbo,Schwaller,Senior Engineer,d004,Production
95972,Aron,Zielinski,Technique Leader,d005,Development
95977,Hirochika,Gladwell,Engineer,d005,Development
95980,Richara,Krohn,Senior Engineer,d004,Production
95985,Subbu,Orsini,Senior Engineer,d004,Production
95992,Hirochika,Jenevein,Senior Engineer,d005,Development
95993,Alejandra,Lunn,Senior Staff,d007,Sales
95999,Owen,Murillo,Senior Staff,d001,Marketing
96000,Niranjan,Swab,Assistant Engineer,d005,Development
96007,Zorica,Biran,Senior Engineer,d005,Development
96010,Masanao,Peron,Senior Staff,d002,Finance
96016,Giao,Falco,Senior Engineer,d005,Development
96017,Shem,Morrow,Engineer,d005,Development
96018,Doowon,Colorni,Senior Staff,d007,Sales
96027,Tse,Eickenmeyer,Engineer,d004,Production
96037,Feiyu,Chimia,Staff,d007,Sales
96039,Stamatina,Lampe,Senior Staff,d007,Sales
96045,Yurii,Itzigehl,Senior Engineer,d004,Production
96046,Urs,Alpin,Senior Staff,d009,Customer Service
96051,Aiman,Leslie,Staff,d007,Sales
96053,Subhrajyoti,Azuma,Senior Engineer,d005,Development
96054,Oscar,Ranon,Senior Engineer,d006,Quality Management
96059,Valter,Mandell,Senior Engineer,d005,Development
96066,Hilary,Munawer,Senior Engineer,d005,Development
96069,Yahiko,Einsfeld,Senior Staff,d009,Customer Service
96072,Kasidit,Ariola,Senior Engineer,d005,Development
96077,Zhiguo,Plump,Staff,d009,Customer Service
96081,Alexius,Akazan,Senior Staff,d002,Finance
96082,Maia,Zockler,Senior Staff,d007,Sales
96083,Khalil,Muchinsky,Senior Staff,d001,Marketing
96084,Hauke,Piazza,Senior Staff,d007,Sales
96085,Shin,Leuchs,Senior Engineer,d004,Production
96093,Satosi,Coorg,Senior Staff,d001,Marketing
96095,Magy,Radwan,Engineer,d005,Development
96099,Roded,Ritzmann,Senior Engineer,d005,Development
96107,Luise,Geffroy,Senior Engineer,d005,Development
96108,Hatsukazu,Krychniak,Senior Engineer,d005,Development
96109,Jasminko,Chappelet,Senior Staff,d007,Sales
96111,Berto,Busillo,Senior Engineer,d004,Production
96120,Leen,Lanphier,Senior Engineer,d006,Quality Management
96122,Muzhong,Onuegbe,Senior Staff,d007,Sales
96124,Guenter,Benantar,Senior Engineer,d004,Production
96125,Ult,Iivonen,Senior Staff,d001,Marketing
96129,Aloys,Alvarado,Senior Engineer,d005,Development
96132,Sachem,Wroclawski,Engineer,d005,Development
96133,Nalini,Breugel,Senior Staff,d001,Marketing
96136,Francesca,Benantar,Staff,d003,Human Resources
96137,Stein,Lowrie,Engineer,d005,Development
96138,Lidong,Ghalwash,Senior Engineer,d005,Development
96139,Constantijn,Pell,Senior Engineer,d004,Production
96142,Divine,Stroustrup,Senior Staff,d002,Finance
96151,Boaz,Rosay,Senior Engineer,d004,Production
96156,Nevin,Stille,Staff,d002,Finance
96157,Kwangyoen,Haldar,Senior Staff,d003,Human Resources
96161,Hugh,Riesenhuber,Senior Engineer,d005,Development
96162,Tokuyasu,Dehkordi,Senior Staff,d005,Development
96166,Shahab,Tokunaga,Senior Staff,d009,Customer Service
96169,Roselyn,Bharadwaj,Senior Engineer,d005,Development
96174,Aral,Junot,Senior Staff,d001,Marketing
96177,Hatem,Itzigehl,Senior Engineer,d005,Development
96189,Fumiko,Vecchio,Engineer,d005,Development
96193,Supot,Terekhov,Engineer,d005,Development
96196,Berthier,Zambonelli,Senior Engineer,d005,Development
96197,Yechiam,Himler,Senior Engineer,d005,Development
96198,Moti,Masaki,Senior Engineer,d004,Production
96201,Suvo,Guting,Senior Engineer,d005,Development
96205,Bowen,Kirkerud,Senior Staff,d007,Sales
96219,Maia,Cappelletti,Senior Staff,d002,Finance
96224,Manu,Panienski,Senior Staff,d008,Research
96228,Navin,Feldmann,Staff,d008,Research
96229,Werner,Constantine,Senior Engineer,d005,Development
96243,Arne,Ranta,Senior Engineer,d005,Development
96265,Nalini,Salverda,Engineer,d004,Production
96268,Jingling,Kropatsch,Senior Engineer,d006,Quality Management
96270,Kazuhiro,Wilfing,Staff,d001,Marketing
96276,Luisa,Wossner,Senior Staff,d009,Customer Service
96280,Yolla,Stasinski,Engineer,d004,Production
96282,Krassimir,Schieder,Senior Engineer,d005,Development
96283,Adel,Cappello,Senior Engineer,d005,Development
96289,Jungsoon,Crelier,Engineer,d005,Development
96295,Arnd,Juneja,Staff,d009,Customer Service
96298,Martial,Marakhovsky,Staff,d002,Finance
96299,Cullen,Perko,Senior Staff,d003,Human Resources
96300,Gift,Neiman,Senior Engineer,d005,Development
96301,Dinah,Shiratori,Senior Staff,d009,Customer Service
96303,Kirk,Pulkowski,Assistant Engineer,d004,Production
96304,Kristof,Stassinopoulos,Senior Staff,d001,Marketing
96308,Nigel,Aingworth,Senior Staff,d002,Finance
96311,Candido,Riesenhuber,Senior Engineer,d005,Development
96318,Berhard,Andreotta,Senior Staff,d001,Marketing
96319,Mohd,Caine,Technique Leader,d004,Production
96324,Alejandro,Bharadwaj,Senior Engineer,d005,Development
96325,Toney,Mungall,Senior Engineer,d005,Development
96326,Sajjan,Paludetto,Senior Engineer,d005,Development
96328,Abdulah,Luft,Staff,d002,Finance
96333,Pranjal,Tramer,Senior Engineer,d005,Development
96334,Valter,Vigier,Staff,d007,Sales
96341,Nidapan,Ranai,Senior Staff,d002,Finance
96342,Pranjal,Manders,Senior Engineer,d004,Production
96343,Shan,Middleton,Senior Engineer,d005,Development
96346,Gian,Pettis,Engineer,d005,Development
96348,Gal,Melter,Staff,d001,Marketing
96370,Remco,Duclos,Senior Engineer,d005,Development
96371,Gunilla,Wilharm,Senior Staff,d003,Human Resources
96372,Pantung,Hettesheimer,Senior Staff,d007,Sales
96376,Sachio,Stassinopoulos,Technique Leader,d004,Production
96377,Georgy,Azumi,Staff,d007,Sales
96379,Oguz,Perez,Senior Staff,d007,Sales
96385,Gudjon,Thambidurai,Senior Engineer,d005,Development
96394,Aloke,Vuskovic,Senior Engineer,d005,Development
96399,Vitali,Besancenot,Senior Staff,d001,Marketing
96400,Guenter,Doering,Engineer,d006,Quality Management
96405,Subbu,Barreiro,Engineer,d004,Production
96412,Shaunak,Bressoud,Technique Leader,d004,Production
96417,Bouchung,Akiyama,Senior Staff,d003,Human Resources
96420,Gianluca,Hebden,Senior Staff,d002,Finance
96429,Jixiang,Callaway,Senior Staff,d008,Research
96432,Taisook,Raoux,Senior Engineer,d005,Development
96433,Mantis,Vecchio,Engineer,d004,Production
96440,Guangming,Skogmar,Senior Staff,d001,Marketing
96441,Masami,Zambonelli,Staff,d007,Sales
96446,Paris,Gajiwala,Engineer,d005,Development
96456,Udi,Cincotta,Staff,d002,Finance
96459,Bojan,Matheson,Senior Staff,d008,Research
96466,Bedrich,Kragelund,Senior Engineer,d004,Production
96479,Paraskevi,Perry,Senior Engineer,d004,Production
96480,Barry,Mattern,Senior Engineer,d004,Production
96484,Kazuhito,Guenter,Senior Engineer,d005,Development
96496,Fun,Eugenio,Senior Engineer,d005,Development
96499,Arvin,Mitina,Technique Leader,d004,Production
96501,Yoshimitsu,Polajnar,Technique Leader,d004,Production
96502,Rutger,Koblitz,Senior Engineer,d004,Production
96504,Arnould,Miyakawa,Engineer,d006,Quality Management
96506,Ferdinand,Schicker,Senior Engineer,d004,Production
96512,Yongdong,McAffer,Engineer,d004,Production
96513,Kiyotoshi,Binding,Technique Leader,d005,Development
96516,Hugo,Peyn,Engineer,d005,Development
96518,Basant,Gecsei,Technique Leader,d006,Quality Management
96520,Mikhail,Fontet,Senior Engineer,d005,Development
96521,Gro,Imataki,Senior Staff,d007,Sales
96524,George,Brodie,Technique Leader,d006,Quality Management
96534,Fumiyo,Leslie,Senior Engineer,d004,Production
96536,Masaru,Portugali,Senior Staff,d008,Research
96543,Domenick,Hedayat,Senior Engineer,d004,Production
96556,Guttorm,Penn,Senior Staff,d007,Sales
96560,Parto,Kushner,Engineer,d005,Development
96562,Abdulah,Ghemri,Senior Staff,d007,Sales
96570,Christoph,Dehkordi,Senior Staff,d008,Research
96586,Ewing,Pettey,Senior Staff,d003,Human Resources
96587,Yaghout,Kobara,Senior Engineer,d004,Production
96588,Huan,Cappello,Technique Leader,d004,Production
96592,Persi,Shiratori,Senior Engineer,d004,Production
96599,Kwee,Salverda,Senior Engineer,d006,Quality Management
96603,Zissis,Markovitch,Senior Staff,d002,Finance
96604,Jiong,Panienski,Senior Engineer,d004,Production
96609,Bowen,Kemmerer,Senior Engineer,d005,Development
96615,Arunas,Marchegay,Engineer,d004,Production
96617,Shirish,Peak,Senior Staff,d007,Sales
96618,Syozo,Gajiwala,Senior Staff,d007,Sales
96619,Rasikan,Bratten,Staff,d007,Sales
96621,Adin,Anandan,Engineer,d004,Production
96629,Arie,Reutenauer,Senior Engineer,d004,Production
96630,Danai,Porenta,Senior Staff,d007,Sales
96631,Maha,Brender,Senior Engineer,d006,Quality Management
96640,Jianhao,Fasbender,Senior Staff,d007,Sales
96646,Kiam,Shobatake,Staff,d001,Marketing
96647,Eirik,Clouatre,Senior Staff,d001,Marketing
96648,Josyula,Perez,Senior Staff,d007,Sales
96649,Ishfaq,Veeraraghavan,Senior Engineer,d006,Quality Management
96657,Anoosh,Krohm,Senior Staff,d009,Customer Service
96659,Lubomir,Giveon,Senior Engineer,d004,Production
96670,Masaru,Peac,Senior Staff,d002,Finance
96671,Brewster,Glowinski,Senior Engineer,d006,Quality Management
96673,Hironobu,Oxman,Senior Engineer,d005,Development
96689,Emdad,Roohalamini,Senior Engineer,d005,Development
96691,Ekawit,Michaels,Senior Engineer,d006,Quality Management
96698,Weiye,Vesel,Technique Leader,d005,Development
96699,Utz,Karunanithi,Senior Staff,d003,Human Resources
96704,Baziley,Koshino,Senior Engineer,d005,Development
96710,Kristian,Sethi,Senior Engineer,d006,Quality Management
96712,Kasturi,Marrakchi,Senior Staff,d008,Research
96716,Huai,Snyers,Senior Engineer,d004,Production
96717,Christophe,Vanwelkenhuysen,Senior Engineer,d004,Production
96718,Renee,Baumann,Senior Engineer,d004,Production
96724,Kyoichi,Litzler,Senior Engineer,d006,Quality Management
96726,Mikhail,Androutsos,Senior Engineer,d004,Production
96728,Munehiro,Improta,Senior Engineer,d004,Production
96732,Basim,Peres,Engineer,d006,Quality Management
96735,Zejun,Conti,Senior Engineer,d004,Production
96740,Aloys,Weedman,Senior Staff,d002,Finance
96742,Mang,Erbe,Senior Staff,d008,Research
96743,Zvonko,Casley,Senior Staff,d003,Human Resources
96746,Heping,Bale,Engineer,d005,Development
96753,Claude,Giveon,Senior Staff,d007,Sales
96766,Van,Trachtenberg,Technique Leader,d005,Development
96769,Arun,Parascandalo,Senior Staff,d007,Sales
96770,Shirish,Solovay,Senior Staff,d007,Sales
96773,Leah,Gill,Senior Staff,d007,Sales
96780,Olivera,Heuter,Senior Staff,d008,Research
96783,Zorica,Laurillard,Senior Staff,d009,Customer Service
96795,Masanao,Savasere,Senior Staff,d008,Research
96797,Munehiro,Highland,Engineer,d004,Production
96811,Jingling,Ressouche,Senior Engineer,d004,Production
96814,Jackson,Thebaut,Senior Engineer,d005,Development
96819,Flemming,Petersohn,Senior Staff,d002,Finance
96820,Kiyotoshi,Dahlbom,Senior Engineer,d004,Production
96822,Goncalo,Aumann,Senior Staff,d001,Marketing
96836,Mario,Fujisawa,Senior Engineer,d005,Development
96844,Tommaso,Maliniak,Engineer,d005,Development
96848,Khalid,Ranst,Senior Staff,d009,Customer Service
96853,Maha,Rissanen,Senior Engineer,d005,Development
96861,Shigeo,Azevdeo,Senior Engineer,d005,Development
96865,Josyula,Ulupinar,Senior Engineer,d005,Development
96869,Mohammad,Straney,Engineer,d005,Development
96870,Gaetan,Cooke,Senior Staff,d002,Finance
96876,Masali,Christianini,Senior Engineer,d004,Production
96883,Torsten,England,Engineer,d005,Development
96897,Xiaobin,Willoner,Senior Engineer,d005,Development
96900,Dekang,Solovay,Engineer,d005,Development
96902,Khalil,Ozeki,Senior Staff,d001,Marketing
96907,Masamitsu,Hiraishi,Senior Staff,d007,Sales
96909,Inderjeet,Luca,Senior Staff,d002,Finance
96911,Hirochika,Jeansoulin,Senior Staff,d007,Sales
96914,Anoosh,Hambrick,Senior Staff,d007,Sales
96915,Youngkon,Kowalchuk,Senior Engineer,d005,Development
96919,Khaled,Granlund,Senior Staff,d008,Research
96921,Along,Waymire,Technique Leader,d005,Development
96922,Niranjan,Pell,Senior Staff,d001,Marketing
96944,Yurij,Rabehasaina,Engineer,d005,Development
96946,Mikhail,Kakkar,Senior Staff,d001,Marketing
96949,Sanjoy,Pargaonkar,Senior Engineer,d006,Quality Management
96952,Bodo,Chleq,Senior Engineer,d005,Development
96958,Shaowen,Shihab,Senior Staff,d007,Sales
96959,Ranga,Keohane,Technique Leader,d005,Development
96961,Genki,Horswill,Assistant Engineer,d004,Production
96962,Kamakshi,Spataro,Senior Staff,d009,Customer Service
96965,Marjo,Riexinger,Staff,d002,Finance
96975,Remmert,Bahl,Senior Engineer,d004,Production
96977,Mabo,Pavlopoulou,Engineer,d004,Production
96982,Junsik,Beeson,Senior Staff,d001,Marketing
96989,Youpyo,Shobatake,Senior Staff,d007,Sales
96991,Bingning,Varker,Senior Staff,d009,Customer Service
96995,Rimli,Tomescu,Senior Staff,d001,Marketing
96996,Hideo,Validov,Technique Leader,d004,Production
96998,Eric,Neimat,Staff,d001,Marketing
97005,Navid,Hiyoshi,Senior Staff,d002,Finance
97006,Remmert,Trystram,Engineer,d005,Development
97007,Suzette,Solares,Engineer,d005,Development
97013,Rasikan,Suri,Senior Engineer,d004,Production
97015,Snehasis,Asser,Senior Engineer,d004,Production
97016,Ingmar,Harnett,Senior Staff,d002,Finance
97020,Odinaldo,Varley,Senior Engineer,d005,Development
97025,Xuejia,Peot,Senior Engineer,d005,Development
97027,Mountaz,Georgatos,Staff,d007,Sales
97038,Sergi,Krider,Senior Engineer,d004,Production
97044,Howell,Rindone,Senior Staff,d007,Sales
97045,Hyuncheol,Isaak,Staff,d001,Marketing
97052,Yoshimitsu,Ushiama,Senior Engineer,d004,Production
97065,Woody,Uchoa,Senior Staff,d007,Sales
97077,Subbu,Fontan,Senior Engineer,d005,Development
97081,Nimmagadda,Covnot,Staff,d001,Marketing
97084,Jinpo,Mandell,Senior Staff,d007,Sales
97087,Moheb,Bernardinello,Senior Engineer,d005,Development
97088,Luise,Gronowski,Technique Leader,d004,Production
97089,Magy,Georg,Senior Engineer,d004,Production
97091,Juichirou,Frijda,Senior Engineer,d004,Production
97094,Bingning,Gils,Senior Staff,d003,Human Resources
97099,Chinya,Kaiserswerth,Senior Engineer,d005,Development
97100,Hironoby,Kobuchi,Senior Staff,d009,Customer Service
97104,Chiranjit,Ashish,Senior Engineer,d004,Production
97105,Arif,Zuberek,Senior Engineer,d005,Development
97112,Yongmin,Rajala,Senior Staff,d009,Customer Service
97114,Paraskevi,Monkewich,Senior Engineer,d004,Production
97115,Giao,Flowers,Engineer,d005,Development
97120,Srinidhi,Cherinka,Engineer,d005,Development
97122,Yoshinari,Cullers,Senior Staff,d001,Marketing
97123,Basim,Suppi,Senior Engineer,d005,Development
97126,Nitsan,Heyers,Senior Engineer,d005,Development
97129,Masasuke,Murthy,Senior Staff,d003,Human Resources
97135,Mechthild,Underwood,Senior Staff,d001,Marketing
97136,Bartek,Clouatre,Senior Engineer,d005,Development
97141,Shaowei,Jording,Senior Engineer,d004,Production
97145,Satosi,Neimat,Assistant Engineer,d004,Production
97152,Karlis,Frolund,Senior Engineer,d005,Development
97160,Vesna,Reghbati,Senior Staff,d007,Sales
97164,Aamod,Ghandeharizadeh,Engineer,d004,Production
97171,Nitsan,Schueller,Senior Staff,d002,Finance
97181,Mostafa,Ibel,Senior Staff,d005,Development
97184,Geoffry,Perl,Senior Engineer,d004,Production
97194,Dannz,Ozery,Senior Engineer,d005,Development
97197,Chaitali,Akaboshi,Senior Staff,d009,Customer Service
97200,Bernardo,Teitelbaum,Staff,d002,Finance
97202,Hideo,Molberg,Senior Engineer,d004,Production
97203,Tonia,Velardi,Senior Engineer,d005,Development
97205,Zhenhua,Baar,Senior Engineer,d006,Quality Management
97208,Leif,Gelosh,Senior Engineer,d005,Development
97212,Demin,McConalogue,Senior Engineer,d005,Development
97214,Marl,Schneeberger,Engineer,d004,Production
97216,Suvo,Waschkowski,Senior Staff,d001,Marketing
97219,Odysseas,Vesel,Staff,d002,Finance
97223,Zejun,Wuwongse,Senior Staff,d008,Research
97225,Adam,Erez,Technique Leader,d005,Development
97226,Yuchang,Budinsky,Senior Engineer,d005,Development
97228,Nimmagadda,Jakobus,Staff,d004,Production
97230,Gen,Peak,Staff,d009,Customer Service
97235,Karsten,Morrin,Engineer,d004,Production
97236,Reinhard,Muchinsky,Senior Staff,d007,Sales
97240,Yongmin,Krogh,Staff,d007,Sales
97241,Maik,Decaestecker,Senior Engineer,d004,Production
97251,Arno,Schoegge,Senior Staff,d001,Marketing
97252,Saniya,Markovitch,Senior Engineer,d006,Quality Management
97257,Kristin,Cronin,Senior Engineer,d005,Development
97262,Miomir,Esteva,Senior Engineer,d005,Development
97264,Ennio,Roisin,Senior Engineer,d005,Development
97275,Jiakeng,Kemmerer,Senior Staff,d001,Marketing
97287,Chanjung,Rajala,Senior Engineer,d005,Development
97290,Halsur,Nollmann,Engineer,d004,Production
97308,Gaetan,Benantar,Assistant Engineer,d004,Production
97311,Nidapan,Aseltine,Senior Staff,d003,Human Resources
97315,Hironoby,Hoogerwoord,Senior Engineer,d005,Development
97335,Demin,Haddadi,Senior Engineer,d004,Production
97340,Vishu,Hiyoshi,Senior Staff,d007,Sales
97341,Foong,Bamford,Senior Staff,d008,Research
97350,Manohar,Mansanne,Senior Staff,d001,Marketing
97354,Piyush,Werthner,Engineer,d004,Production
97355,Hideo,Warwick,Senior Engineer,d004,Production
97356,Barton,Sluis,Senior Staff,d002,Finance
97362,Chaosheng,Dulli,Senior Staff,d009,Customer Service
97366,Mantis,Gimbel,Engineer,d004,Production
